max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,Year_of_Release,artist,category,designer,expansion,publisher,average_rating,users_rated,principal_category,secondary_category,other_category,WeightedAverage
2,60,12,2,60,"Strange Defeat:  The Fall of France, 1940",60,2006,"Shannon Brown,Beth Donahue","Wargame,World War II",Mike Perryman,no,Avalanche Press Ltd.,5.14511,92,Wargame,World War II,,6.183344268113215
6,30,6,2,30,Star Wars: Stolen Plans Card Game,30,2006,Matthew Meadows,"Card Game,Movies / TV / Radio theme,Print & Play,Science Fiction",Matthew Meadows,no,"(Web published),MM Board Games",6.51595,148,Card Game,Movies / TV / Radio theme,"Print & Play,Science Fiction",6.406713405436765
4,15,5,2,15,Der schwarze Pirat,15,2006,Guido Hoffmann,"Action / Dexterity,Children's Game,Nautical,Pirates",Guido Hoffmann,no,HABA - Habermaaß GmbH,6.63339,557,Action / Dexterity,Children's Game,"Nautical,Pirates",6.510868416956503
4,45,9,2,45,Metromania,45,2006,(Uncredited),"Trains,Transportation",Jean-Michel Maman,no,Spiel-ou-Face,5.92367,207,Trains,Transportation,,6.2424177888585906
4,60,8,2,60,Dread Pirate: Buccaneer's Revenge,60,2006,unknown,Pirates,Dan Tibbles,no,"Front Porch Classics,University Games",6.05871,132,Pirates,,,6.308448428359214
2,60,8,2,60,League of Pirates,60,2006,unknown,Pirates,Steve Hart,no,Front Porch Classics,4.31964,56,Pirates,,,6.167427206336373
1,60,12,1,60,Solitaire Caesar,60,2006,unknown,"Ancient,Print & Play,Territory Building,Wargame",David Kershaw,no,"DK Simulations,wargamedownloads.com,White Dog Games",6.6325,100,Ancient,Print & Play,"Territory Building,Wargame",6.417399477871705
2,240,12,2,240,Not War But Murder,240,2007,Craig Grando,"American Civil War,Wargame",Michael Rinella,no,"Against the Odds,LPS, Inc.",7.02238,143,American Civil War,Wargame,,6.518491487905169
6,240,10,2,180,China Rails,240,2007,Drew Perkett,"Economic,Trains,Transportation",Michael Dreiling,no,Mayfair Games,7.09979,237,Economic,Trains,Transportation,6.607652532867061
2,240,12,1,240,Glory III,240,2007,"Rodger B. MacGowan,Leland Myrick,Mark Simonitch","American Civil War,Wargame",Richard H. Berg,no,GMT Games,6.78702,181,American Civil War,Wargame,,6.484053313837039
2,30,10,2,15,Gene Pool,30,2006,"Mark Goadrich,Ariel Seoane","Card Game,Educational,Puzzle",Mark Goadrich,no,Goadrich Games,6.48105,190,Card Game,Educational,Puzzle,6.403752444526122
2,20,8,2,20,Oshi,20,2006,Daniel Egnéus,"Abstract Strategy,Mythology",Tyler Bielman,no,"Abysse Corp.,WizKids",6.1298,435,Abstract Strategy,Mythology,,6.260591108794678
4,30,8,2,30,Na Sygnale,30,2006,unknown,"Card Game,Humor,Party Game","Michał Stachyra,Maciej Zasowski",no,"Agata Zasowska,Kuźnia Gier",4.55121,124,Card Game,Humor,Party Game,6.012082895389461
8,60,10,2,60,Viktory II,60,2006,unknown,"Exploration,Fighting,Territory Building,Wargame",Peter Morrison,yes,Morrison Games,6.95064,413,Exploration,Fighting,"Territory Building,Wargame",6.635053676586006
2,30,10,2,30,Stand at Mortain,30,2006,Craig Grando,"Wargame,World War II",Paul Rohrbaugh,no,"LPS, Inc.",5.80778,135,Wargame,World War II,,6.253921238933895
4,15,5,2,15,Piranha Panic,15,2005,unknown,"Animals,Children's Game,Racing","Westley Ciaramella,Keith Millman",no,Mattel,4.77268,97,Animals,Children's Game,Racing,6.114136761680106
6,30,9,2,30,The Game of Life (40th Anniversary Edition),30,1999,unknown,Economic,Reuben Klamer,no,"Hasbro,Milton Bradley",4.45411,443,Economic,,,5.472280399494192
2,60,15,2,60,Hell Dorado,60,2006,unknown,"Adventure,Fantasy,Miniatures,Religious,Renaissance","Croc,Geoffrey Picard",no,"Asmodee,Cipher Studios",7.63333,69,Adventure,Fantasy,"Miniatures,Religious,Renaissance",6.527046496877019
4,45,10,2,45,Genesis,45,2006,Rob Walker,"Prehistoric,Territory Building",Reiner Knizia,no,Face2Face Games,6.43905,421,Prehistoric,Territory Building,,6.4039410822182665
5,60,12,3,60,Midgard,60,2007,"John Gravato,George Wu","Medieval,Mythology",Eric M. Lang,no,Z-Man Games,6.63296,957,Medieval,Mythology,,6.544222653893633
2,240,12,2,240,No Peace Without Spain!,240,2011,"Robert Alexander Hillingford,Mark Mahaffey","Age of Reason,Wargame","Don Herndon,Neil Randall",no,Compass Games,7.63778,180,Age of Reason,Wargame,,6.70880895106327
6,60,8,2,60,Monopoly: Nintendo,60,2006,unknown,"Economic,Negotiation,Video Game Theme",(Uncredited),no,USAopoly,5.03507,205,Economic,Negotiation,Video Game Theme,5.984934803862444
4,120,8,2,120,Pirate King,120,2006,Cliff Cramp,"Adventure,Economic,Nautical,Pirates,Territory Building",Flaster Siskin,no,"FlasterVenture LLC,Temple Games, Inc.",5.69719,237,Adventure,Economic,"Nautical,Pirates,Territory Building",6.15661291278565
2,30,8,2,30,Battleship Command: Pirates of the Caribbean,30,2006,unknown,"Deduction,Movies / TV / Radio theme,Nautical,Pirates",Terry Miller Associates,no,Milton Bradley,5.08339,79,Deduction,Movies / TV / Radio theme,"Nautical,Pirates",6.198234018519902
2,60,12,1,60,"Bitter Victory:  The Invasion of Sicily, 1943",60,2006,"Beth Donahue,Shane Ivey,Susan Robinson","Wargame,World War II",Brian L. Knipple,no,Avalanche Press Ltd.,6.16081,74,Wargame,World War II,,6.346846039587149
2,10,8,2,10,Attacktix Battle Figure Game Marvel Superheroes,10,2006,unknown,"Action / Dexterity,Collectible Components,Comic Book / Strip,Miniatures","Brett M. Seymour,Brian Wilk",no,Hasbro,6.17681,69,Action / Dexterity,Collectible Components,"Comic Book / Strip,Miniatures",6.350421048722361
6,30,8,2,20,Rukshuk,30,2006,unknown,"Action / Dexterity,Party Game",Malcolm Bisiker,no,Zabazoo Corporation,5.9915,306,Action / Dexterity,Party Game,,6.229018221740724
4,60,8,2,60,Escape from Atlantis,60,1986,Julian Courtland-Smith,"Adventure,Nautical",Julian Courtland-Smith,no,"Damm / Egmont,Hasbro,Joker,MIKA,Parker Brothers,Parker Spiele,Schmidt France,Schmidt Spiele,Selecta Spel en Hobby,Waddington's Games, Inc.",6.56676,1218,Adventure,Nautical,,6.510770294949373
4,60,10,2,60,Fowl Play!,60,2006,Juliet Breese,Animals,Richard Breese,no,R&D Games,6.17195,197,Animals,,,6.317164758569617
4,60,10,2,60,Section X,60,2006,Yvon-Cheryl Scholten,"Adventure,Racing",Chislaine van den Bulk,no,The Game Master BV,5.07922,77,Adventure,Racing,,6.2015418140780305
6,60,8,2,60,Dragonology: The Game,60,2006,unknown,"Fantasy,Novel-based",(Uncredited),no,"Paul Lamond Games Ltd,Sababa Toys, Inc.",4.43153,274,Fantasy,Novel-based,,5.686600654680909
8,45,13,4,45,Shadow Hunters,45,2005,"Naoki Fukuda,Gunter Grossholz,Gou Ikeda,Hiroyuki Imahori,Michaela Kienle,Kei Kurosaki,Hitoshi Nishio,Hisashi Sawada,Yuxi Wan,Yosuke Yamaguchi","Adventure,Bluffing,Card Game,Deduction,Horror,Party Game",Yasutaka Ikeda,yes,"Game Republic, Inc.,Giochi Uniti,Kaissa Chess & Games,KOSMOS,Matagot,MINDOK,Z-Man Games",6.84878,6282,Adventure,Bluffing,"Card Game,Deduction,Horror,Party Game",6.813805020159691
2,360,14,2,360,Afrika (second edition),360,2006,"Nicolás Eskubi,Dean Essig","Wargame,World War II",Dean Essig,no,Multi-Man Publishing,7.57742,369,Wargame,World War II,,6.885221710843525
2,30,9,2,30,Lightning: North Africa,30,2006,(Uncredited),"Card Game,World War II",Dan Verssen,no,Decision Games (I),6.51115,131,Card Game,World War II,,6.402773909228246
2,15,10,2,15,Voltage,15,2006,unknown,Card Game,Brian Yu,no,Mattel,6.03221,203,Card Game,,,6.2755737079986105
5,45,10,3,45,Desert Bazaar,45,2006,"Judy Kinkade,Rich Lynes,Mark Rosenbulh",Arabian,Brian Yu,no,Mattel,5.74078,138,Arabian,,,6.237331233108187
6,20,12,2,20,EVE: The Second Genesis,20,2006,Kári Gunnarsson,"Card Game,Collectible Components,Science Fiction,Video Game Theme","Stefán Friðriksson,Reynir Harðarson,Pétur Örn Þórarinsson",no,CCP Games / CCP hf (Crowd Control Productions),6.60853,184,Card Game,Collectible Components,"Science Fiction,Video Game Theme",6.437367261290969
6,45,9,2,45,The Game of Life: Pirates of the Caribbean – Dead Man's Chest,45,2006,unknown,"Movies / TV / Radio theme,Nautical,Pirates",Reuben Klamer,no,"Hasbro,Milton Bradley",5.32873,134,Movies / TV / Radio theme,Nautical,Pirates,6.153374616282371
0,30,12,4,30,Pictionary Mania,30,2005,unknown,"Action / Dexterity,Party Game,Word Game","Janice Ritter,Brian Yu",no,Mattel,6.19184,98,Action / Dexterity,Party Game,Word Game,6.344464894185658
4,60,10,2,60,Greentown,60,2006,Ro Sato,City Building,"Günter Cornett,Michael Uhlemann",no,Bambus Spieleverlag,6.19958,118,City Building,,,6.3410034412993905
6,120,8,2,120,Monopoly: Family Guy,120,2006,unknown,"Economic,Movies / TV / Radio theme,Negotiation",(Uncredited),no,"USAopoly,Winning Moves UK Ltd.",4.99254,67,Economic,Movies / TV / Radio theme,Negotiation,6.2110932393704115
6,600,10,2,360,Order of the Stick Adventure Game: The Dungeon of Dorukan,600,2006,Rich Burlew,"Adventure,Card Game,Comic Book / Strip,Fantasy","Kevin Brusky,Rich Burlew",yes,APE Games,5.81842,1102,Adventure,Card Game,"Comic Book / Strip,Fantasy",5.991940403697267
6,180,13,2,120,Imperial,180,2006,Matthias Catrein,"Economic,Fighting,Nautical,Political",Mac Gerdts,no,"eggertspiele,PD-Verlag,Rio Grande Games",7.63561,7192,Economic,Fighting,"Nautical,Political",7.553626729943191
5,30,8,2,30,Treasure Fleet,30,2006,unknown,"Bluffing,Card Game,Pirates",John B. Morgan,no,Ship of Fools Games,6.10462,65,Bluffing,Card Game,Pirates,6.343345109244289
4,30,10,2,30,Anasazi,30,2006,Franz Vohwinkel,"American West,Exploration",Klaus-Jürgen Wrede,no,"Mayfair Games,Phalanx Games B.V.",4.99272,401,American West,Exploration,,5.75945661123532
6,180,13,2,180,Boxcars,180,1974,"Martin Hoffmann,Claus Stephan,Mirko Suzuki","Economic,Trains,Transportation","R. S. Erickson,Thomas F. Erickson, Jr.",no,"(Self-Published),Rio Grande Games",6.53026,152,Economic,Trains,Transportation,6.410719642213226
4,30,10,2,30,Glik,30,2006,"Adam Hammudeh,Adam Kałuża,Michał Oracz",Abstract Strategy,Adam Kałuża,no,"(Web published),Portal Games",6.2852,125,Abstract Strategy,,,6.356543498756838
5,10,5,2,10,Pounce!,10,2005,Dave Clegg,"Animals,Card Game,Children's Game,Real-time",Roberto Fraga,no,"Drei Magier Spiele,Gamewright",4.88402,97,Animals,Card Game,"Children's Game,Real-time",6.132227180440576
5,60,10,2,60,Hoyuk,60,2006,"Michael Andresakis,Anthony Cournoyer","Ancient,City Building,Negotiation,Prehistoric,Print & Play",Pierre Canuel,yes,MAGE Company,6.28435,310,Ancient,City Building,"Negotiation,Prehistoric,Print & Play",6.339923687312375
4,30,8,1,30,Mimic,30,2006,Beth Trott,"Abstract Strategy,Card Game",Doug Cook,no,Funmaker Games,6.28022,91,Abstract Strategy,Card Game,,6.359881060445048
6,30,10,2,30,Unspeakable Words,30,2007,Tony Steele,"Card Game,Horror,Word Game","James Ernest,Mike Selinker",yes,Playroom Entertainment,6.2712,1153,Card Game,Horror,Word Game,6.302409731834859
4,45,13,2,45,The Red Dragon Inn,45,2007,"Kennon James,Doug Kovacs,Rhonda Libbey,Beth Trott","Card Game,Fantasy,Humor,Medieval,Party Game","Cliff Bohm,Geoff Bottone,Cold FuZion Studios,Colleen Skadl",yes,"Hobby World,Pegasus Spiele,Redbox,SlugFest Games",6.57561,4881,Card Game,Fantasy,"Humor,Medieval,Party Game",6.556911744419814
10,30,7,2,30,UNO Spin,30,2005,unknown,Card Game,Janice Ritter,no,Mattel,5.47821,257,Card Game,,,6.070131646926054
2,60,12,2,60,Panzer Grenadier: Airborne (Introductory Edition),60,2006,unknown,"Wargame,World War II","Michael Bennighof,Brian L. Knipple",yes,Avalanche Press Ltd.,6.41299,154,Wargame,World War II,,6.3834711723593625
4,45,18,2,45,Trivial Pursuit: Totally 80s Edition,45,2006,(Uncredited),"Party Game,Trivia",(Uncredited),no,"Hasbro,Horn Abbot Ltd.,Parker Brothers",4.99336,226,Party Game,Trivia,,5.9444752709683515
6,90,14,3,90,Dilbert: The Board Game,90,2006,Scott Adams,"Comic Book / Strip,Humor",Eric M. Lang,no,Hyperion Games,5.69363,157,Comic Book / Strip,Humor,,6.211704104601253
6,120,14,3,120,War on Terror,120,2006,Tom Morgan-Jones,"Negotiation,Wargame","Andrew Sheerin,Andrew Tompkins",no,Terrorbull Games,6.20799,1066,Negotiation,Wargame,,6.26111559816285
6,10,10,2,10,Treasures & Traps,10,2006,C. Aaron Kreader,"Card Game,Fantasy",C. Aaron Kreader,yes,"Pegasus Spiele,Studio 9 Incorporated",6.19233,443,Card Game,Fantasy,,6.2888567091442455
8,30,10,3,30,Santy Anno,30,2006,Gérard Mathieu,"Pirates,Racing",Alain Orban,yes,"Repos Production,Granna",6.31996,519,Pirates,Racing,,6.346662342220827
5,45,10,2,45,Factory Fun,45,2006,"Karim Chakroun,Marco Jeurissen,Franck Moutoucoumaro","Industry / Manufacturing,Puzzle,Real-time",Corné van Moorsel,yes,"Cwali,Z-Man Games",6.86167,3183,Industry / Manufacturing,Puzzle,Real-time,6.795515964355966
5,30,8,2,30,Megastar,30,2006,"Lars-Arne ""Maura"" Kalusky","Card Game,Music",Friedemann Friese,no,"AMIGO Spiel + Freizeit GmbH,Mayfair Games",5.47839,434,Card Game,Music,,5.9580416988469205
4,90,12,2,90,Balam,90,2006,unknown,"Ancient,Civilization,Fighting,Territory Building",Patrice Vernet,no,"(Web published),Neuroludic",6.67455,55,Ancient,Civilization,"Fighting,Territory Building",6.404126012113555
4,120,12,2,90,The Pillars of the Earth,120,2006,"Michael Menzel,Anke Pohl,Thilo Rick","Economic,Medieval,Novel-based,Religious","Michael Rieneck,Stefan Stadler",yes,"999 Games,Albi,Cappelen,Competo / Marektoy,Devir,Filosofia Éditions,Galakta,Kaissa Chess & Games,KOSMOS,Mayfair Games,Stupor Mundi",7.32224,13126,Economic,Medieval,"Novel-based,Religious",7.28745867655387
6,40,10,2,40,Disorder,40,2006,unknown,"Bluffing,Card Game,Word Game",Frank DiLorenzo,no,R&R Games,5.23134,67,Bluffing,Card Game,Word Game,6.239311228788401
5,20,10,3,20,Take Your Best Shot,20,2006,unknown,"Action / Dexterity,Party Game,Trivia",Aaron Weissblum,no,R&R Games,6.00682,66,Action / Dexterity,Party Game,Trivia,6.331519093150218
4,45,8,2,45,Pirates of the Caribbean Buccaneer,45,2006,unknown,"Exploration,Fantasy,Movies / TV / Radio theme,Pirates",(Uncredited),no,"Hasbro,Parker Brothers",5.35139,72,Exploration,Fantasy,"Movies / TV / Radio theme,Pirates",6.245611480285006
5,180,8,3,180,Supernova,180,2008,Mike Doyle (I),"Science Fiction,Space Exploration","Oliver Harrison,Mike Roy",no,"Valley Games, Inc.",6.08922,387,Science Fiction,Space Exploration,,6.24996372798537
4,45,8,2,45,Taluva,45,2006,"Manuel Casasola Merkle,Xavier Gueniffey Durin,Julien Le Faucheur,Marcel-André Casasola Merkle","City Building,Territory Building",Marcel-André Casasola Merkle,no,"Cranio Creations,Ferti,Hans im Glück Verlags-GmbH,Rio Grande Games",7.18932,6033,City Building,Territory Building,,7.126948912708254
6,30,8,2,30,Ruse & Bruise,30,2006,"Julien Delval,Christof Tisch","Card Game,Medieval",Lutz Stepponat,yes,"999 Games,Albi,Filosofia Éditions,Hans im Glück Verlags-GmbH,MINDOK,Rio Grande Games",6.42911,1568,Card Game,Medieval,,6.415877256635892
4,30,10,2,30,Simply Catan,30,2006,Damon S. Brown,"Civilization,Negotiation",Klaus Teuber,no,SimplyFun,6.99688,173,Civilization,Negotiation,,6.534398108057983
5,60,9,4,60,Magical Athlete,60,2002,"Mila Aizawa,Umino Senri","Fantasy,Racing,Sports",Takashi Ishida,no,"Grimpeur,Japon Brand,Z-Man Games",6.49941,851,Fantasy,Racing,Sports,6.453136637100683
2,60,10,2,60,Star Wars Miniatures: Starship Battles,60,2006,"Mark Goetz,Paul Hebron","Aviation / Flight,Collectible Components,Miniatures,Movies / TV / Radio theme,Science Fiction,Wargame","Ryan Miller,Bill Slavicsek,Rob Watkins",no,Wizards of the Coast,5.5157,391,Aviation / Flight,Collectible Components,"Miniatures,Movies / TV / Radio theme,Science Fiction,Wargame",5.997562723594864
2,90,12,2,90,They Shall Not Pass: The Battle of Verdun 1916,90,2007,"Robert Althammer,Beth Donahue,Susan Robinson","Wargame,World War I","Michael Bennighof,Doug McNair,William Sariego",no,Avalanche Press Ltd.,6.58807,88,Wargame,World War I,,6.406360283542557
2,60,8,2,60,Heroscape Marvel: The Conflict Begins,60,2007,unknown,"Comic Book / Strip,Fighting,Miniatures","Stephen Baker,Rob Daviau,Chris Nelson,Craig Van Ness",no,Hasbro,6.98531,1654,Comic Book / Strip,Fighting,Miniatures,6.84349694833938
2,60,12,2,30,Cold War: CIA vs KGB,60,2007,"Andrew Navaro,David Rakoto,Daniel Rudnicki,Peter Wocken","Bluffing,Card Game,Modern Warfare,Political,Spies/Secret Agents","Sébastien Gigaudaut,David Rakoto",no,"Edge Entertainment,Fantasy Flight Games,Galakta,Hobby World,Pro Ludo,PS-Games,Ubik",6.66751,3390,Bluffing,Card Game,"Modern Warfare,Political,Spies/Secret Agents",6.629832541574042
8,45,11,2,45,Machina,45,2002,Adam Hammudeh,"Humor,Industry / Manufacturing",Ignacy Trzewiczek,no,Portal Games,5.30189,53,Humor,Industry / Manufacturing,,6.27159106098196
2,30,10,2,30,Medici vs Strozzi,30,2006,Franz Vohwinkel,"Economic,Renaissance",Reiner Knizia,no,"ABACUSSPIELE,Rio Grande Games",6.53156,1546,Economic,Renaissance,,6.493148312181341
8,90,8,2,90,Monopoly: The Mega Edition,90,2006,unknown,"Economic,Negotiation",Phil Orbanes Sr.,no,Winning Moves Germany,6.10596,302,Economic,Negotiation,,6.273303749031202
5,30,8,3,30,Quietville,30,2006,"Jessica R. E. Bethke,Hans-Jörg Brehm,Design Edge,Marco Echevarria,Michael Schacht,Elisa Teague","Animals,Card Game",Michael Schacht,yes,"AMIGO Spiel + Freizeit GmbH,Kanga Games,Kikigagne?,More Fun Co., Ltd.,Playroom Entertainment",6.18422,893,Animals,Card Game,,6.252475338638208
5,30,8,3,30,Null & Nichtig,30,2006,Christof Tisch,Card Game,Reiner Stockhausen,no,"999 Games,AMIGO Spiel + Freizeit GmbH",5.98444,378,Card Game,,,6.206501146609367
5,60,7,2,60,On the Underground,60,2006,Matthias Catrein,"Trains,Transportation",Sebastian Bleasdale,yes,"JKLM Games,Rio Grande Games",6.91688,2149,Trains,Transportation,,6.814482750744819
6,120,10,2,120,Piraci: Córka Gubernatora,120,2006,"Agnieszka Bala,Jakub Jabłoński,Tomasz Tworek","Adventure,Economic,Pirates","Małgorzata Majkowska,Tomasz Z. Majkowski",no,Imperium,5.95747,87,Adventure,Economic,Pirates,6.3125887167342825
5,20,8,2,20,SuDoku: Das Kartenspiel,20,2006,Josh Cappel,"Card Game,Puzzle",Reiner Knizia,no,"KOSMOS,Z-Man Games",5.36754,114,Card Game,Puzzle,,6.187441769907204
5,105,10,3,105,Cleopatra's Caboose,105,2010,Péter Szábo Gabór,"Ancient,City Building,Economic,Humor,Trains,Transportation",Steve Zamborsky,no,Z-Man Games,5.61616,185,Ancient,City Building,"Economic,Humor,Trains,Transportation",6.169604798135801
4,120,10,1,120,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,120,2008,Steve Paschal,"Wargame,World War II",Uwe Eickert,yes,"Academy Games,Phalanx Games Deutschland",7.56608,2816,Wargame,World War II,,7.386390520724676
4,45,10,2,45,High Voltage,45,2006,unknown,Industry / Manufacturing,Gianfranco Sartoretti,no,"Post  Scriptum,Scribabs",6.15517,58,Industry / Manufacturing,,,6.351594169754522
4,30,8,2,30,Zatre: Das Kartenspiel,30,2006,Barbara Spelger,"Abstract Strategy,Card Game",Manfred Schuling,no,AMIGO Spiel + Freizeit GmbH,5.76573,75,Abstract Strategy,Card Game,,6.294990324735693
4,30,12,2,30,Traders of Osaka,30,2006,"Peter Gifford,Atha Kanaani,You Satouchi","Ancient,Card Game,Economic",Susumu Kawasaki,no,"Cube Factory of Ideas,Filosofia Éditions,Japon Brand,Kawasaki Factory,Z-Man Games",6.89149,2339,Ancient,Card Game,Economic,6.80041732889152
5,90,12,3,90,Graenaland,90,2006,"Vlaada Chvátil,Milan Vavroň","Civilization,Medieval",Vlaada Chvátil,no,"Altar Games,Czech Board Games",6.73887,600,Civilization,Medieval,,6.573192442475476
2,20,8,2,20,Tomahawk,20,2006,Jean-Mathias Xavier,"American West,Card Game","Bruno Cathala,Bruno Faidutti",no,Matagot,6.04095,105,American West,Card Game,,6.31651146565789
2,60,12,2,60,AT-43 Initiation Set: Operation Damocles,60,2006,"Karl Kopinski,Paolo Parente","Fantasy,Miniatures,Science Fiction,Wargame","Jean Bey,Nicolas Fructus,Florent Maudoux,Adrian Smith,Kevin Walker,Richard Wright,Alessia Zambonin",yes,Rackham,6.92641,530,Fantasy,Miniatures,"Science Fiction,Wargame",6.658433967692256
5,15,4,2,15,Funny Fishing,15,2006,Rolf Vogt,"Children's Game,Memory",Claude Vaselli,no,"Competo / Marektoy,Drei Magier Spiele",5.74643,56,Children's Game,Memory,,6.311132673962272
2,180,12,2,180,Storm Over Stalingrad,180,2006,Nicolás Eskubi,"Wargame,World War II",Tetsuya Nakamura,no,"Game Journal,Multi-Man Publishing",7.15104,539,Wargame,World War II,,6.777286089242564
2,20,8,2,20,Scrabble Scramble,20,2005,unknown,"Dice,Word Game","Garrett J. Donner,Michael S. Steer,Roy Wilcox",no,"Hasbro,Mattel,Parker Brothers",5.9,120,Dice,Word Game,,6.282564010843586
4,40,8,2,40,Cranium Zooreka!,40,2006,unknown,"Animals,Children's Game,Racing",Marisa Pena,no,"Cranium, Inc.",5.26414,145,Animals,Children's Game,Racing,6.124790677089958
12,45,18,4,45,Cranium Pop 5,45,2006,unknown,"Electronic,Movies / TV / Radio theme,Music,Party Game",(Uncredited),no,"Cranium, Inc.",6.28805,272,Electronic,Movies / TV / Radio theme,"Music,Party Game",6.343962806636041
5,60,10,2,60,Anima: Shadow of Omega,60,2006,Wen Yu Li,"Adventure,Card Game,Fantasy",Anima Studio,no,"Edge Entertainment,Fantasy Flight Games,Raven Distribution,Ubik,Ulisses Spiele",5.89718,1071,Adventure,Card Game,Fantasy,6.049057585437953
6,40,13,2,40,The Spoils,40,2006,Phil Foglio,"Card Game,Collectible Components,Fantasy,Humor","Josh Lytle,Dylan Mayo,Christopher Medina,Ken Pilcher",yes,"Arcane Tinmen,Tenacious Games",6.96937,471,Card Game,Collectible Components,"Fantasy,Humor",6.662989656769334
8,60,12,2,60,Lost: The Game,60,2006,Bernard Chang,"Adventure,Exploration,Movies / TV / Radio theme,Political",Keith Tralins,no,"AS Company,Cardinal,Goliath B.V.",3.77152,250,Adventure,Exploration,"Movies / TV / Radio theme,Political",5.506759582297365
4,30,6,2,30,New Mouse Trap,30,2004,unknown,"Action / Dexterity,Animals,Children's Game,Racing",(Uncredited),no,"Hasbro,MB Spellen,MB Spiele,Milton Bradley",4.44571,140,Action / Dexterity,Animals,"Children's Game,Racing",5.952482948004724
2,15,8,2,15,Lie Detector: The Crime Solving Card Game,15,2006,unknown,"Card Game,Deduction,Memory,Murder/Mystery",Brian Yu,no,Mattel,5.00462,65,Card Game,Deduction,"Memory,Murder/Mystery",6.216796436677917
999,1,6,2,1,Start Player: A Kinda Collectible Card Game,1,2006,unknown,"Card Game,Collectible Components,Comic Book / Strip,Humor",Ted Alspach,no,"BeWitched Spiele,Bézier Games, Inc.",6.49793,167,Card Game,Collectible Components,"Comic Book / Strip,Humor",6.405313338415327
6,60,10,2,60,Tiki Mountain!,60,2007,"Cliff Bohm,Chris Watkins","Ancient,Humor","Cliff Bohm,Geoff Bottone,Colleen Skadl",no,SlugFest Games,5.67402,209,Ancient,Humor,,6.167926469284941
2,240,0,2,240,Ardeny 1944,240,1992,Zbigniew Kasprzak,"Wargame,World War II",Michal Rakowski,no,Dragon,6.02717,92,Wargame,World War II,,6.3204211600051075
5,45,10,1,45,Fleet 1715,45,2006,unknown,"Card Game,Deduction,Nautical",Stephan Riedel,yes,Clicker Spiele,5.83726,51,Card Game,Deduction,Nautical,6.324664150132529
4,240,10,3,240,Italia,240,2006,Craig Grando,"Ancient,Wargame",Andreas Steding,no,"Mayfair Games,Phalanx Games B.V.",6.75527,275,Ancient,Wargame,,6.509534111900676
6,120,10,2,120,Fagin's Gang,120,2007,unknown,Novel-based,Dean Conrad,no,Ludorum Games,5.78984,123,Novel-based,,,6.258972723471947
2,180,12,2,180,Sekigahara: The Unification of Japan,180,2011,"Rodger B. MacGowan,Mark Mahaffey","Civil War,Renaissance,Wargame",Matt Calkins,no,GMT Games,8.06914,2273,Civil War,Renaissance,Wargame,7.763557485294997
2,180,12,2,180,Eagles of the Empire: Spanish Eagles,180,2008,Brien J. Miller,"Napoleonic,Wargame","Stephen C. Jackson,Brien J. Miller",no,Compass Games,7.20154,65,Napoleonic,Wargame,,6.4695394455274755
8,20,8,4,20,Med andra ord,20,2001,unknown,"Party Game,Trivia","Kristina Friström,Martin Sjöbeck,Håkan Sjunnesson",no,Användbart Litet Företag,5.80769,65,Party Game,Trivia,,6.309185020748714
6,90,10,3,90,Munchkin Cthulhu,90,2007,"Katie Cook,John Kovalic,François Launet,Gabby Ruenes","Card Game,Fighting,Horror,Humor","J. H. G. Hendriks,Steve Jackson (I)",yes,"Arclight,Black Monk,Delta Vision Publishing,Edge Entertainment,Galápagos Jogos,Hobby World,Pegasus Spiele,Raven Distribution,Smart Ltd,Steve Jackson Games,Ubik",6.2845,3869,Card Game,Fighting,"Horror,Humor",6.29478603495606
6,45,10,2,45,Die Säulen von Venedig,45,2006,Christian Fiore,City Building,"Christian Fiore,Knut Happel",no,Goldsieber Spiele,6.61794,568,City Building,,,6.503913489441033
4,45,8,2,45,Tal der Abenteuer: Die Schatzsuche im Himalaja,45,2006,(Uncredited),"Adventure,Travel",Reiner Knizia,no,Parker Spiele,5.87698,262,Adventure,Travel,,6.203357541631264
5,30,8,2,30,Dart Wars,30,2006,unknown,"Action / Dexterity,Fighting,Wargame",Pascal Reymond,no,"Asmodee,Kaissa Chess & Games,Squale Games",5.33114,123,Action / Dexterity,Fighting,Wargame,6.168410765205495
16,120,8,2,120,PerplexCity: The Boardgame,120,2006,unknown,"Puzzle,Trivia",(Uncredited),no,Mind Candy,5.39589,73,Puzzle,Trivia,,6.249720168801088
4,45,10,2,45,Project Skyline,45,2004,Hans-Jörg Brehm,"City Building,Economic,Environmental",Jung Je Ho,no,"AMIGO Spiel + Freizeit GmbH,Whowins Games",5.18987,79,City Building,Economic,Environmental,6.212762377759971
4,20,8,2,20,24/7: The Game,20,2006,unknown,"Abstract Strategy,Number",Carey Grayson,no,Sunriver Games,6.46595,210,Abstract Strategy,Number,,6.401463643271865
4,30,10,2,30,Pink Godzilla Dev Kit,30,2006,David Linder,"Card Game,Humor,Video Game Theme",Christopher Rama Rao,no,Pink Godzilla Games,6.51017,118,Card Game,Humor,Video Game Theme,6.400307033532401
6,60,6,2,60,Rummikub XP,60,1992,unknown,"Abstract Strategy,Number",(Uncredited),no,"Goliath B.V.,Schmidt Spiele",6.45472,53,Abstract Strategy,Number,,6.38207928883006
