max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,Year_of_Release,artist,category,designer,expansion,publisher,average_rating,users_rated,principal_category,secondary_category,other_category,WeightedAverage
5,240,14,3,240,Die Macher,240,1986,Marcus Gschwendtner,"Economic,Negotiation,Political",Karl-Heinz Schmiel,no,"Hans im Glück Verlags-GmbH,Moskito Spiele,Valley Games, Inc.",7.66508,4498,Economic,Negotiation,Political,7.535958288660068
4,30,12,3,30,Dragonmaster,30,1981,Bob Pepper,"Card Game,Fantasy","G. W. ""Jerry"" D'Arcey",no,"E.S. Lowe,Milton Bradley",6.60815,478,Card Game,Fantasy,,6.488635364747468
4,60,10,2,30,Samurai,60,1998,Franz Vohwinkel,"Abstract Strategy,Medieval",Reiner Knizia,no,"999 Games,ABACUSSPIELE,Astrel Games,Ceilikan Jogos,Descartes Editeur,Edge Entertainment,Fantasy Flight Games,Galakta,Hans im Glück Verlags-GmbH,Hobby Japan,Lacerta,Lautapelit.fi,Rio Grande Games,Skandinavisk  Spil Kompagni,Wargames Club Publishing",7.44119,12019,Abstract Strategy,Medieval,,7.3985823385831955
4,60,12,2,60,Tal der Könige,60,1992,unknown,Ancient,Christian Beierer,no,KOSMOS,6.60675,314,Ancient,,,6.4640161999054335
6,90,12,3,90,Acquire,90,1964,"Scott Okumura,Peter Whitley",Economic,Sid Sackson,no,"3M,Avalon Hill,Avalon Hill (Hasbro),Dujardin,Grow Jogos e Brinquedos,PS-Games,Schmidt France,Schmidt International,Schmidt Spiele,Selecta Spel en Hobby,Smart Games, Inc.",7.3583,15195,Economic,,,7.32695496570392
6,240,12,2,240,Mare Mediterraneum,240,1989,Jean du Poël,"Civilization,Nautical",Jean du Poël,no,Historien Spiele Galerie (Historien Spielegalerie),6.52534,73,Civilization,Nautical,,6.393611704577702
2,20,8,2,20,Cathedral,20,1978,S. Mattusek,Abstract Strategy,Robert P. Moore,no,"Brightway Products Ltd,Falomir Juegos,Family Games, Inc.,Gazebo Games UK Ltd.,Gigamic,Holzinsel,Lagoon Games,Mattel,Robert P. Moore Games,Yangxin Industrial Company Limited",6.50534,2751,Abstract Strategy,,,6.485198408712097
5,120,12,2,120,Lords of Creation,120,1993,Bryan King,"Civilization,Fantasy",Martin Wallace,no,"Vendetta,Warfrog Games",6.14538,186,Civilization,Fantasy,,6.312289164319276
4,90,13,2,90,El Caballero,90,1998,Doris Matthäus,Exploration,"Wolfgang Kramer,Richard Ulrich",no,"999 Games,Hans im Glück Verlags-GmbH,Rio Grande Games",6.51776,1263,Exploration,,,6.477096180784472
6,60,10,2,60,Elfenland,60,1998,Doris Matthäus,"Fantasy,Travel",Alan R. Moon,yes,"999 Games,AMIGO Spiel + Freizeit GmbH,Corfix,Hobby World,Midgaard Games,Rio Grande Games",6.74996,6729,Fantasy,Travel,,6.723982643065849
7,45,13,2,45,Bohnanza,45,1997,"Fréderic Bertrand,Marek Bláha,Andrea Boekhoff,Klemens Franz,Oliver Freudenreich,Inge George,Guido Hoffmann,Alexander Jung,Harald Lieske,Atelier Löwentor,Doris Matthäus,Björn Pertoft,Uwe Rosenberg,Johann Rüttinger,Barbara Stachuletz,Franz Vohwinkel,Markus Wagner","Card Game,Farming,Negotiation",Uwe Rosenberg,yes,"AMIGO Spiel + Freizeit GmbH,999 Games,Brain Games,Copag - Cia. Paulista de Artes Gráficas,Corfix,G3,Gigamic,Kaissa Chess & Games,Kikigagne?,Korea Boardgames co., Ltd.,Lautapelit.fi,Lifestyle Boardgames Ltd,Lookout Games,Mercurio,Midgaard Games,Möbius Games,Piatnik,Rio Grande Games,Stratelibri,Swan Panasia Co., Ltd.,Tempo Games",7.06751,28354,Card Game,Farming,Negotiation,7.055499002797638
5,60,12,2,45,Ra,60,1999,"Allison Kline,Franz Vohwinkel","Ancient,Mythology",Reiner Knizia,no,"alea,Ravensburger Spieleverlag GmbH,999 Games,ABACUSSPIELE,Edge Entertainment,Korea Boardgames co., Ltd.,New Games Order, LLC,Rio Grande Games,Swan Panasia Co., Ltd.,Überplay,Windrider Games",7.47505,15378,Ancient,Mythology,,7.440389758579357
4,120,10,3,60,Catan,120,1995,"Volkan Baga,Tanja Donner,Pete Fenlon,Jason Hawkins,Michaela Kienle,Harald Lieske,Michael Menzel,Marion Pott,Matt Schwabel,Franz Vohwinkel,Stephen Graham Walsh",Negotiation,Klaus Teuber,yes,"KOSMOS,999 Games,Albi,Astrel Games,Bergsala Enigma,Brain Games,Capcom Co., Ltd.,Catan Studio,Competo / Marektoy,danspil,Descartes Editeur,Devir,Dexy Co,Eurogames,Filosofia Éditions,Galakta,Giochi Uniti,GP Games,Grow Jogos e Brinquedos,HaKubia,Hanayama,Hobby World,Ideal Board Games,IntelliGames.BG,Ísöld ehf.,Kaissa Chess & Games,Korea Boardgames co., Ltd.,L&M Games,Laser plus,Lautapelit.fi,Logojogos,Mayfair Games,Ninive Games,Piatnik,Smart Ltd,Stupor Mundi,Swan Panasia Co., Ltd.,Tilsit,Top Toys,TRY SOFT",7.26569,67655,Negotiation,,,7.259151150124319
4,25,10,3,25,Basari,25,1998,"John Kovalic,Lüders & Baran,Stefan Theurer",Negotiation,Reinhard Staupe,no,"F.X. Schmid,New Games Order, LLC,Out of the Box Publishing",6.78156,1476,Negotiation,,,6.678528464940801
6,90,12,2,90,Cosmic Encounter,90,1977,"John Blanche,Chris Ferguson,Anders Jeppsson,Dean Morrissey,Paul Render,Lori Walls","Bluffing,Negotiation,Science Fiction","Bill Eberle,Jack Kittredge,Bill Norton,Peter Olotka",yes,"Alga,ASS Altenburger Spielkarten,Descartes Editeur,Eon,Games Workshop Ltd.,Grow Jogos e Brinquedos,Tsukuda Hobby / Original,West End Games",6.9347,3629,Bluffing,Negotiation,Science Fiction,6.866848144035608
4,60,12,3,60,MarraCash,60,1996,"Marion Pott,Oliver Vogel",Economic,Stefan Dorra,no,KOSMOS,6.84341,877,Economic,,,6.673101130517809
2,5,10,2,5,Button Men,5,1999,"Pete Abrams,Gerald Brom,Larry Elmore,Phil Foglio,Ryan Kinnaird,John Kovalic,John Nephew,Michelle Nephew,Brian Snoddy,Cheyenne Wright,Andrew Yates","Collectible Components,Dice,Fighting,Print & Play",James Ernest,no,"(Unknown),Atlas Games,Cheapass Games,Five Rings Publishing Group,Guardians of Order,Looney Labs,Studio Foglio,Truant Spiele",6.3087,724,Collectible Components,Dice,"Fighting,Print & Play",6.335529809414235
8,120,12,2,45,RoboRally,120,1994,"Peter Bergting,Bob Carasca,Phil Foglio,Daniel Gelon,Jennifer Lathrop,Paul Sottosanti,Franz Vohwinkel,Peter Whitley","Miniatures,Racing,Science Fiction",Richard Garfield,yes,"999 Games,AMIGO Spiel + Freizeit GmbH,Avalon Hill (Hasbro),Hasbro,Play Factory,Wizards of the Coast",7.15355,19371,Miniatures,Racing,Science Fiction,7.133944277425545
4,45,9,2,30,Wacky Wacky West,45,1991,"Chris McGloughlin,Franz Vohwinkel","American West,Bluffing,City Building",Klaus Teuber,no,"Hans im Glück Verlags-GmbH,Mayfair Games",6.31166,1459,American West,Bluffing,City Building,6.32766800751558
4,90,12,2,90,Full Metal Planète,90,1988,Pascal Trigaux,Science Fiction,"Gérard Delfanti,Gérard Mathieu,Pascal Trigaux",yes,Ludodélire,7.43592,602,Science Fiction,,,6.954277247480058
16,240,12,1,240,Magic Realm,240,1979,"George Goebel,Kim Grommel,Richard Hamblen,Randall C. Reed,Chris White (I)","Adventure,Exploration,Fantasy",Richard Hamblen,no,"(Self-Published),Avalon Hill",7.14384,1709,Adventure,Exploration,Fantasy,6.969675077737902
6,360,12,2,360,Divine Right,360,1979,"Kenneth Rahman,David C. Sutherland, III,David A. Trampier","Fantasy,Political,Wargame","Glenn Rahman,Kenneth Rahman",no,"Right Stuf,TSR",6.95654,483,Fantasy,Political,Wargame,6.66042574437744
6,240,12,2,240,Twilight Imperium,240,1997,Bill Heagy,"Civilization,Negotiation,Political,Science Fiction,Space Exploration,Wargame",Christian T. Petersen,yes,Fantasy Flight Games,6.66812,667,Civilization,Negotiation,"Political,Science Fiction,Space Exploration,Wargame",6.542267118014587
6,200,12,2,200,Battlemist,200,1998,"Bill Heagy,Christian T. Petersen","Exploration,Fantasy,Wargame",Christian T. Petersen,yes,Fantasy Flight Games,5.93231,308,Exploration,Fantasy,Wargame,6.205867780597801
6,360,12,3,360,Age of Renaissance,360,1996,"Stephen Langmead,Kurt Miller","Civilization,Economic,Medieval,Renaissance","Don Greenwood,Jared Scarborough",no,"Avalon Hill,Descartes Editeur",7.0993,1944,Civilization,Economic,"Medieval,Renaissance",6.95099381617145
6,340,12,2,340,Supremacy,340,1984,unknown,"Economic,Political,Wargame",Robert J. Simpson,yes,"Descartes Editeur,Grow Jogos e Brinquedos,Supremacy Games",5.57724,1201,Economic,Political,Wargame,5.811554924587315
8,180,12,2,60,Illuminati:  Deluxe Edition,180,1987,"Jeffrey D. George,John Grigni,C. Mara Lee,Carl Manz,Dave Martin,Shea Ryan,Dan Smith,Czeslaw Sornat,Cliff Van Meter","Card Game,Humor,Negotiation,Political",Steve Jackson (I),yes,"Descartes Editeur,Devir,Edge Entertainment,Finnish Game House,Laurin Verlag,Pegasus Spiele,Queen Games,Raven Distribution,Steve Jackson Games,Ubik",6.5289,4274,Card Game,Humor,"Negotiation,Political",6.512716440453084
4,120,10,2,120,Terrain Vague,120,1993,Jacques Tardi,"Fighting,Humor","Franck Parcabe,Roland Scaron",no,Ludodélire,6.66639,61,Fighting,Humor,,6.406130974550844
4,90,10,1,90,Dark Tower,90,1981,Bob Pepper,"Adventure,Electronic,Exploration,Fantasy,Fighting","Roger Burten,Alan Coleman,Vincent A. A. J. Erato",no,Milton Bradley,6.6435,1052,Adventure,Electronic,"Exploration,Fantasy,Fighting",6.556798767218443
5,90,10,2,90,Dark World,90,1992,Chris Baker,"Adventure,Exploration,Fantasy,Fighting,Miniatures",Eamon Bloomfield,yes,"AS Company,Canada Games,Crown & Andrews Ltd.,Diset S. A.,Kod Kod,Mattel,Schmidt France,Schmidt Spiele,Selecta Spel en Hobby,Waddington's Games, Inc.",5.18525,590,Adventure,Exploration,"Fantasy,Fighting,Miniatures",5.730722189654149
2,30,8,2,30,Bison,30,1975,Lisa Plangger,"Abstract Strategy,American West",Alex Randolph,no,"Action GT,BHS Games,Lakeside,Pelikan,Piatnik,Schmidt Spiele,Venice Connection,Winning Moves France",6.04137,182,Abstract Strategy,American West,,6.285511769388598
8,180,12,1,180,Arkham Horror,180,1987,Tom Sullivan,"Adventure,Horror,Novel-based","Charlie Krank,Richard Launius,Sandy Petersen,Lynn Willis",no,"Chaosium,Descartes Editeur,Hobby Japan",6.56386,453,Adventure,Horror,Novel-based,6.464447289321116
8,300,12,2,300,Federation & Empire,300,1986,"William H. Keith, Jr.,David Martin (II)","Science Fiction,Wargame",Stephen V. Cole,yes,"Amarillo Design Bureau, Inc.,Task Force Games",6.23239,355,Science Fiction,Wargame,,6.3154247213134775
4,120,12,2,120,Dragon Masters,120,1991,Christos Achilleos,"Fantasy,Wargame",Ian Livingstone,yes,Games Workshop Ltd.,5.69731,130,Fantasy,Wargame,,6.234666645592101
4,30,10,2,30,Runes,30,1981,"Linda Bound,Franz-Josef Schulte","Deduction,Word Game","Bill Eberle,Jack Kittredge,Peter Olotka",no,"Eon,franjos Spieleverlag",6.06707,82,Deduction,Word Game,,6.331081489214817
4,60,12,2,60,Darkover,60,1979,Hannah M. G. Shapero,"Bluffing,Fantasy,Novel-based","Bill Eberle,Jack Kittredge,Peter Olotka",no,Eon,5.22865,96,Bluffing,Fantasy,Novel-based,6.189832360273529
4,120,12,2,120,Borderlands,120,1982,"Frank Frazetta,Dean Morrissey","Bluffing,Civilization,Fantasy,Negotiation,Political","Bill Eberle,Jack Kittredge,Peter Olotka",yes,"Edition Spielkunst,Eon,Tsukuda Hobby / Original,Welt der Spiele",6.77517,254,Bluffing,Civilization,"Fantasy,Negotiation,Political",6.509393722444329
4,30,9,2,30,Can't Stop,30,1980,"Gabriel Laulunen (II),Walter Pepperle,Klaus Wilinski",Dice,Sid Sackson,yes,"Asmodee,Borras Plana S.A.,Clipper,Eagle-Gryphon Games,Editrice Giochi,Face2Face Games,franjos Spieleverlag,Miro Company,New Games Order, LLC,Palitoy Ltd.,Parker Brothers,Ravensburger Spieleverlag GmbH",6.85659,9095,Dice,,,6.83146177558343
4,90,12,2,90,Tigris & Euphrates,90,1997,"Bascu,Christine Conrad,Doris Matthäus,Tom Thiel,Ricarda Thiel,Stephen Graham Walsh","Abstract Strategy,Ancient,Civilization,Territory Building",Reiner Knizia,yes,"Hans im Glück Verlags-GmbH,999 Games,Devir,Edge Entertainment,Fantasy Flight Games,Giochi Uniti,Heidelberger Spieleverlag,Lacerta,Matagot,Mayfair Games,Pegasus Spiele,Smart Ltd,Top Licence Games,Wargames Club Publishing",7.72379,20166,Abstract Strategy,Ancient,"Civilization,Territory Building",7.69114191554839
6,90,12,2,90,Airlines,90,1990,Christian Schütte,"Aviation / Flight,Economic",Alan R. Moon,no,ABACUSSPIELE,6.61065,346,Aviation / Flight,Economic,,6.471010149790807
6,60,8,3,60,David & Goliath,60,1998,"Alexander Bradley,Oliver Freudenreich",Card Game,Reinhard Staupe,no,"Berliner Spielkarten,Pegasus Spiele,Playroom Entertainment,Wargames Club Publishing",6.4529,1418,Card Game,,,6.43243059787436
6,60,10,2,60,Medici,60,1995,"David Cherry,Vincent Dutrait,Dominique Ehrhard,Franz Vohwinkel",Renaissance,Reiner Knizia,no,"ABACUSSPIELE,AMIGO Spiel + Freizeit GmbH,Asmodee,Grail Games,Lui-même,Rio Grande Games",7.1502,5702,Renaissance,,,7.087653996569336
5,60,12,3,60,Chinatown,60,1999,"Mathieu Leyssenne,Franz Vohwinkel","City Building,Economic,Negotiation",Karsten Hartwig,no,"alea,Ravensburger Spieleverlag GmbH,Competo / Marektoy,Filosofia Éditions,Heidelberger Spieleverlag,Quined White Goblin Games,Z-Man Games",7.23234,5846,City Building,Economic,Negotiation,7.164741463397892
4,90,12,2,90,Krieg und Frieden,90,1999,Franz Vohwinkel,"Medieval,Political",Gerard Mulder,no,"999 Games,La Tana dei Goblin,TM Spiele",6.13737,646,Medieval,Political,,6.240777230997403
5,30,10,2,30,Mamma Mia!,30,1999,Franz Vohwinkel,Card Game,Uwe Rosenberg,yes,"ABACUSSPIELE,Brain Games,cutia.ro,dV Giochi,G3,HomoLudicus,Kaissa Chess & Games,Korea Boardgames co., Ltd.,Lifestyle Boardgames Ltd,Möbius Games,Oya,PS-Games,Red Glove,Rio Grande Games,Vennerød Forlag AS",6.48827,4824,Card Game,,,6.477574035823258
2,30,10,2,30,Lost Cities,30,1999,"Grafik Studio Krüger,Michaela Kienle,Anke Pohl,Thilo Rick,Claus Stephan,Franz Vohwinkel","Card Game,Exploration",Reiner Knizia,yes,"999 Games,Albi,Competo / Marektoy,Devir,Filosofia Éditions,Galakta,Kaissa Chess & Games,Korea Boardgames co., Ltd.,KOSMOS,Laser plus,Midgaard Games,Piatnik,Playhouse Ltd,Rio Grande Games,Stupor Mundi,Swan Panasia Co., Ltd.,Tilsit,Zvezda",7.14784,26686,Card Game,Exploration,,7.133614651906241
15,30,10,1,30,Ricochet Robots,30,1999,Franz Vohwinkel,"Abstract Strategy,Maze,Puzzle,Real-time",Alex Randolph,no,"ABACUSSPIELE,Devir,Gém Klub Kft.,Hans im Glück Verlags-GmbH,Korea Boardgames co., Ltd.,Oya,Playgo Hungary,Rio Grande Games,Swan Panasia Co., Ltd.,Z-Man Games",6.99357,6278,Abstract Strategy,Maze,"Puzzle,Real-time",6.947893500549281
3,300,14,2,300,Mighty Empires,300,1990,"Tony Ackland,Albrecht Altdorfer,Dave Andrews,Chris Baker,Paul Bonner,Colin Howard,Martin McKenna,Russ Nicholson,John Sibbick,Stephen Tappin,Kevin Walker","Fantasy,Territory Building,Wargame","Rick Priestley,Nigel Stillman",no,Games Workshop Ltd.,6.08468,449,Fantasy,Territory Building,Wargame,6.237314021836695
4,90,13,2,90,Tikal,90,1999,"Mariusz Gandzel,Franz Vohwinkel","Exploration,Territory Building","Michael Kiesling,Wolfgang Kramer",yes,"Ravensburger Spieleverlag GmbH,Rio Grande Games,dV Giochi,Egmont Polska,Gém Klub Kft.,Kellogg's,Maldito Games,Super Meeple",7.34313,13674,Exploration,Territory Building,,7.308956491232047
4,180,13,2,180,Schoko & Co.,180,1987,(Uncredited),Economic,"Yves Hirschfeld,Gilles Monnet",no,Schmidt Spiele,6.6678,371,Economic,,,6.4993610639759165
4,120,12,2,120,Kings & Things,120,1986,"Ray-Mel Cornelius,Charles Elliot (I),Loring Eutemey,Martin Hoffmann,Richard A. Johnson,Doris Matthäus,Claus Stephan,David A. Trampier,Walter Velez,Tom Wham,Kevin Wilkins","Bluffing,Exploration,Fantasy,Territory Building,Wargame","Doug Kaufman,Robert J. Kuntz,Tom Wham",no,"Games Workshop Ltd.,Hobby Japan,Pegasus Spiele,West End Games,Z-Man Games",6.53692,1477,Bluffing,Exploration,"Fantasy,Territory Building,Wargame",6.4958121025407305
4,90,10,3,90,Giganten,90,1999,Franz Vohwinkel,"Economic,Exploration,Industry / Manufacturing",Wilko Manz,no,KOSMOS,6.75663,1294,Economic,Exploration,Industry / Manufacturing,6.650094150904696
6,90,14,3,90,Vinci,90,1999,Cyril Saint Blancat,"Ancient,Civilization,Territory Building",Philippe Keyaerts,no,Descartes Editeur,7.13097,3712,Ancient,Civilization,Territory Building,7.041156297892456
6,40,10,2,40,Fossil,40,1998,Franz Vohwinkel,Ancient,Klaus Palesch,no,"Goldsieber Spiele,Rio Grande Games",5.41618,617,Ancient,,,5.845096460808437
4,120,12,1,120,Curse of the Mummy's Tomb,120,1988,"Dave Andrews,Gary Chalk,Trish Morrison,Aly Morrison,James Warhola","Adventure,Ancient,Horror",Stephen Hand,yes,"Games Workshop Ltd.,Sfera",5.22768,298,Adventure,Ancient,Horror,5.946163316695518
6,180,12,3,180,Joan of Arc,180,1998,"Thibaud Béghin,Greg Cervall","Card Game,Medieval,Political,Wargame",Pascal Bernard,no,"Clash of Arms Games,Tilsit,Truant Spiele",6.26579,409,Card Game,Medieval,"Political,Wargame",6.325520128408167
4,90,12,2,90,Löwenherz,90,1997,Andreas Steiner,"Medieval,Political",Klaus Teuber,no,"Goldsieber Spiele,Rio Grande Games",7.08413,2193,Medieval,Political,,6.952353054854447
4,120,10,2,120,Conquest,120,1974,unknown,"Abstract Strategy,Ancient,Wargame",Donald Benge,no,"(Self-Published),Bütehorn Spiele,Hexagames (I),Numbskull Games,Quest Games",6.27156,333,Abstract Strategy,Ancient,Wargame,6.333276310591865
4,180,12,2,180,Successors (second edition),180,1997,"Kurt Miller,Patrick O'Brien,Mark Simonitch","Ancient,Wargame","Richard H. Berg,Mark Simonitch",no,"Avalon Hill,Wydawnictwo Gołębiewski",7.02629,439,Ancient,Wargame,,6.679159740919087
5,60,10,2,60,Big City,60,1999,Franz Vohwinkel,City Building,Franz-Benno Delonge,no,"999 Games,Goldsieber Spiele,Rio Grande Games",6.9039,2164,City Building,,,6.804515498019153
7,360,12,2,360,Civilization,360,1980,"Ed Dovey,Charles Kibler,Rodger B. MacGowan,Guillaume Rohmer,Dale Sheaffer","Ancient,Civilization,Economic,Negotiation","Francis Tresham,Mick (Mike) Uhl",yes,"Avalon Hill,ACE Pelit Oy,Compendium Games,Descartes Editeur,Gibsons Games,Hartland Trefoil Ltd.,Joc Internacional,Piatnik,Spiel & Kunst,Welt der Spiele",7.52258,6178,Ancient,Civilization,"Economic,Negotiation",7.436611100138219
4,60,12,3,60,Verräter,60,1998,Marcel-André Casasola Merkle,"Card Game,Political",Marcel-André Casasola Merkle,yes,"Adlung-Spiele,New Games Order, LLC",6.74051,1709,Card Game,Political,,6.657637517756009
6,60,10,2,60,Show Manager,60,1996,"Jo Hartwig,Reinhard Horst,Oliver Schlemmer",Card Game,Dirk Henn,no,"Queen Games,db-Spiele",7.06054,1474,Card Game,,,6.886740449201126
10,30,12,4,30,Apples to Apples,30,1999,"(Uncredited),John Kovalic","Card Game,Humor,Party Game","Matthew Kirby,Mark Alan Osterhaus",yes,"Beverly Enterprises, Inc.,Excalibur Electronics,Holiday Games,Mattel,Out of the Box Publishing,Pegasus Spiele,Tactic",5.95458,14611,Card Game,Humor,Party Game,5.968470522581102
8,5,8,4,5,Falling,5,1998,"James Ernest,Val Mayerik,Drew Pocza,Brian Snoddy","Card Game,Fantasy,Print & Play,Real-time",James Ernest,no,"Cheapass Games,Paizo Publishing,Portal Games,Titanic Games",5.49601,1264,Card Game,Fantasy,"Print & Play,Real-time",5.744980910840717
6,120,10,2,120,Air Baron,120,1996,"Kurt Miller,Mark Simonitch","Aviation / Flight,Economic,Territory Building",Evan Davis (I),no,Avalon Hill,6.38664,716,Aviation / Flight,Economic,Territory Building,6.381598623949855
2,240,12,2,240,EastFront,240,1991,Eric Hotz,"Wargame,World War II","Craig Besinque,Tom Dalgliesh",yes,Columbia Games,7.6713,626,Wargame,World War II,,7.095402741317073
2,240,12,2,240,WestFront,240,1992,Eric Hotz,"Wargame,World War II",Craig Besinque,yes,Columbia Games,6.89085,177,Wargame,World War II,,6.509409360004466
2,240,12,2,240,Bobby Lee,240,1993,Eric Hotz,"American Civil War,Wargame",Tom Dalgliesh,no,Columbia Games,6.83287,297,American Civil War,Wargame,,6.545234726126755
2,180,12,2,180,Sam Grant,180,1997,Eric Hotz,"American Civil War,Wargame","Tom Dalgliesh,Gary Selkirk",no,Columbia Games,6.43277,119,American Civil War,Wargame,,6.38560471199196
2,150,12,2,150,Rommel in the Desert,150,1982,"Ron Gibson,Jody Harmon,Eric Hotz","Wargame,World War II",Craig Besinque,no,"Columbia Games,Game Preserve",7.54068,878,Wargame,World War II,,7.117493996170555
2,60,12,2,60,Quebec 1759,60,1972,unknown,"Age of Reason,Wargame","Steve Brewster,Tom Dalgliesh,Lance Gutteridge",no,"Columbia Games,Gamma Two Games",6.93157,616,Age of Reason,Wargame,,6.6819326225116695
6,180,12,2,180,Victory:  The Blocks of War,180,1998,Eric Hotz,"Wargame,World War II","Tom Dalgliesh,Grant Dalgliesh",yes,"Columbia Games,Tilsit",6.3167,402,Wargame,World War II,,6.348673045147476
4,60,12,2,60,Torres,60,1999,"Alessandra Cimatoribus,Michael Menzel,Franz Vohwinkel","Abstract Strategy,Medieval","Michael Kiesling,Wolfgang Kramer",no,"ABACUSSPIELE,F.X. Schmid,HUCH! & friends,IDW Games,Ravensburger Spieleverlag GmbH,Rio Grande Games,Tilsit",7.17624,6980,Abstract Strategy,Medieval,,7.122639690738373
4,120,12,2,120,Blue vs. Gray,120,1999,"Rodger B. MacGowan,Mark Simonitch","American Civil War,Card Game,Dice,Wargame",Evan Jones,no,"GMT Games,QED Games",6.76958,408,American Civil War,Card Game,"Dice,Wargame",6.551958509606854
2,20,8,2,20,Star Wars: Episode 1 – Clash of the Lightsabers,20,1999,unknown,"Card Game,Movies / TV / Radio theme,Science Fiction",Craig Van Ness,no,"Hasbro,Milton Bradley",6.29314,531,Card Game,Movies / TV / Radio theme,Science Fiction,6.332538338237657
2,480,14,2,480,Paths of Glory,480,1999,"Rodger B. MacGowan,Mark Simonitch","Wargame,World War I",Ted Raicer,yes,"Devir,GMT Games,Udo Grebe Gamedesign,Wargames Club Publishing,Wydawnictwo Gołębiewski",8.02578,3596,Wargame,World War I,,7.824193009453863
5,120,12,2,60,El Grande,120,1995,Doris Matthäus,Renaissance,"Wolfgang Kramer,Richard Ulrich",yes,"Hans im Glück Verlags-GmbH,999 Games,Användbart Litet Företag,Descartes Editeur,Filosofia Éditions,Gabinete Lúdico,Rio Grande Games",7.80446,18423,Renaissance,,,7.766673163173017
6,90,12,2,90,Union Pacific,90,1999,Franz Vohwinkel,"Economic,Trains",Alan R. Moon,no,"999 Games,AMIGO Spiel + Freizeit GmbH,Rio Grande Games",7.24855,3932,Economic,Trains,,7.149929667581909
6,30,8,2,30,Igel Ärgern,30,1990,Doris Matthäus,"Animals,Children's Game,Dice,Racing","Doris Matthäus,Frank Nestel",no,"Doris & Frank,University Games",6.41002,960,Animals,Children's Game,"Dice,Racing",6.3978143059746735
2,60,10,2,60,Broadsides and Boarding Parties,60,1982,unknown,"Nautical,Pirates,Wargame","Larry Harris, Jr.",no,"Citadel Game Systems,Milton Bradley",6.13295,495,Nautical,Pirates,Wargame,6.2542712931889675
6,180,10,2,180,Conquest of the Empire,180,1984,unknown,"Ancient,Economic,Wargame","Larry Harris, Jr.",no,Milton Bradley,6.26548,906,Ancient,Economic,Wargame,6.304206661965166
5,180,12,2,180,Axis & Allies,180,1981,Jim Butcher (II),"Economic,Wargame,World War II","Larry Harris, Jr.",yes,"Jedko Games,Milton Bradley,Nova Game Designs,PewterCraft",6.53855,8747,Economic,Wargame,World War II,6.529673033061861
4,180,12,2,180,Fortress America,180,1986,unknown,"Science Fiction,Wargame",unknown,yes,Milton Bradley,6.6939,2144,Science Fiction,Wargame,,6.63347628090886
6,60,8,2,60,Detroit-Cleveland Grand Prix,60,1996,"Ramon Mascarenas,Seth Schwartz","Card Game,Racing",Wolfgang Kramer,no,Mayfair Games,6.7734,1023,Card Game,Racing,,6.642401764099161
5,30,10,3,30,Klunker,30,1999,"Oliver Moser,Clarissa Schindler",Card Game,Uwe Rosenberg,no,"Hans im Glück Verlags-GmbH,Lookout Games,Rio Grande Games",6.20877,800,Card Game,,,6.272465912863865
6,240,12,2,30,Titan,240,1980,"Mike Doyle (I),Kurt Miller,Kenn Nishiuye,David A. Trampier,Chris White (I)","Fantasy,Fighting","Jason B. McAllister,David A. Trampier",yes,"Avalon Hill,Gorgonstar Publications,Heidelberger Spieleverlag,Valley Games, Inc.",6.96153,3570,Fantasy,Fighting,,6.88939847339632
4,90,14,3,90,Extrablatt,90,1991,unknown,Territory Building,Karl-Heinz Schmiel,no,Moskito Spiele,7.04646,246,Territory Building,,,6.596003815982605
5,60,8,2,60,Colossal Arena,60,1997,"Cyrille Daujean,Thierry Doizon,Dan Harding,Steve Holmes,Jan Patrik Krásný,Tyson Milbert,Kurt Miller,Keith Parkinson","Card Game,Fantasy,Mythology",Reiner Knizia,no,"Altar Games,Avalon Hill,Delta Vision Publishing,Edge Entertainment,Fantasy Flight Games,Hobby Japan,Korea Boardgames co., Ltd.,Lautapelit.fi,Midgaard Games,Nexus,Swan Panasia Co., Ltd.,Ubik",6.79949,6292,Card Game,Fantasy,Mythology,6.768195048104095
4,45,10,2,45,Mystery Rummy: Jack the Ripper,45,1998,"Christine Conrad,Virginijus Poshkus","Card Game,Murder/Mystery",Mike Fitzgerald,no,"Eagle-Gryphon Games,Edge Entertainment,Kaissa Chess & Games,Pegasus Spiele,U.S. Games Systems, Inc.",6.97858,2895,Card Game,Murder/Mystery,,6.889596108018564
2,20,8,2,20,TAMSK,20,1998,lu'cifer,"Abstract Strategy,Real-time",Kris Burm,no,"Don & Co.,Rio Grande Games,Schmidt Spiele",6.78007,1234,Abstract Strategy,Real-time,,6.66308885047464
4,45,10,3,45,Wettstreit der Baumeister,45,1994,Claus Stephan,City Building,Jean du Poël,no,"Historien Spiele Galerie (Historien Spielegalerie),KOSMOS,Tilsit",6.11431,359,City Building,,,6.2656891463597475
6,60,8,2,60,Auf Achse,60,1987,"Jochen Frick,Harald Lieske","Economic,Transportation",Wolfgang Kramer,no,"F.X. Schmid,Grow Jogos e Brinquedos,Ravensburger Spieleverlag GmbH,Rhenania Gruppe,Schmidt Spiele,Vini-Spil",6.26805,1293,Economic,Transportation,,6.297701247475193
